# where T1/2 is the beta-decay half-life in seconds
# from http://t2.lanl.gov/nis/data/astro/molnix96/tbeta.html
# direct link: http://t2.lanl.gov/nis/data/astro/molnix96/bethlp.dat
#   Z    N T1/2
  104  139 5.87019E-01
  104  140 6.23352E-01
  104  141 7.04826E-01
  104  142 8.19407E-01
  104  143 1.09258E+00
  104  144 1.53772E+00
  104  145 1.61829E+00
  104  146 2.28052E+00
  104  147 3.30173E+00
  104  148 5.08350E+00
  104  149 1.67379E+00
  104  150 1.44974E+01
  104  151 3.76076E+01
  104  152 7.91727E+01
  104  153 8.25823E+01
  104  154 2.12724E+02
  104  155 1.84004E+02
  104  156 9.29592E+02
  104  157 1.33002E+02
  104  158 7.47865E+05
  104  159 1.35887E+06
  104  161 6.93147E+09
  105  136 2.31230E-01
  105  137 3.28901E-01
  105  138 3.22661E-01
  105  139 4.03837E-01
  105  140 4.26559E-01
  105  141 5.47203E-01
  105  142 6.36718E-01
  105  143 8.68367E-01
  105  144 1.00126E+00
  105  145 1.22164E+00
  105  146 1.75210E+00
  105  147 2.50606E+00
  105  148 3.69183E+00
  105  149 1.16159E+00
  105  150 8.84546E+00
  105  151 2.28816E+01
  105  152 3.76501E+01
  105  153 5.91114E+01
  105  154 9.17315E+01
  105  155 1.21427E+02
  105  156 2.84147E+02
  105  157 6.89873E+01
  105  158 2.08458E+03
  105  159 1.69085E+04
  105  160 2.99602E+08
  105  161 6.05686E+05
  105  162 6.93147E+09
  105  163 6.93147E+09
  105  165 6.93147E+09
  105  167 6.93147E+09
  105  169 6.93147E+09
  106  138 2.23546E-01
  106  139 2.32552E-01
  106  140 2.66875E-01
  106  141 3.10718E-01
  106  142 3.51873E-01
  106  143 4.59725E-01
  106  144 5.40792E-01
  106  145 6.50260E-01
  106  146 9.45002E-01
  106  147 1.33524E+00
  106  148 1.91636E+00
  106  149 2.61429E+00
  106  150 4.40368E+00
  106  151 8.25488E+00
  106  152 1.16324E+01
  106  153 1.90727E+01
  106  154 2.20456E+01
  106  155 3.15621E+01
  106  156 4.92711E+01
  106  157 1.74682E+01
  106  158 1.78723E+02
  106  159 5.76889E+02
  106  160 5.33166E+03
  106  161 6.81969E+03
  106  163 6.93147E+09
  106  165 6.93147E+09
  107  140 2.18145E-01
  107  141 2.45867E-01
  107  142 2.88927E-01
  107  143 3.75532E-01
  107  144 4.65759E-01
  107  145 6.04274E-01
  107  146 7.36396E-01
  107  147 1.02550E+00
  107  148 1.49722E+00
  107  149 1.76018E+00
  107  150 3.05703E+00
  107  151 5.44119E+00
  107  152 6.87390E+00
  107  153 1.02206E+01
  107  154 1.33457E+01
  107  155 1.89551E+01
  107  156 2.98886E+01
  107  157 1.09886E+01
  107  158 7.86199E+01
  107  159 1.75859E+02
  107  160 5.21450E+02
  107  161 1.07088E+03
  107  162 2.23901E+05
  107  163 1.16509E+06
  107  164 1.99695E+08
  107  165 6.45674E+10
  107  166 6.93147E+09
  107  167 6.93147E+09
  107  168 2.83551E+04
  107  169 6.93147E+09
  107  171 6.93147E+09
  107  173 6.93147E+09
  108  142 1.72505E-01
  108  143 2.03083E-01
  108  144 2.42658E-01
  108  145 3.08908E-01
  108  146 4.12746E-01
  108  147 5.30490E-01
  108  148 7.03730E-01
  108  149 8.47396E-01
  108  150 1.42091E+00
  108  151 1.70324E+00
  108  152 2.17573E+00
  108  153 3.06761E+00
  108  154 3.74354E+00
  108  155 5.11975E+00
  108  156 6.88361E+00
  108  157 2.96695E+00
  108  158 1.63347E+01
  108  159 3.81274E+01
  108  160 6.70223E+01
  108  161 1.86796E+02
  108  162 1.74018E+03
  108  163 7.52869E+04
  108  164 6.93147E+09
  108  165 9.95969E+07
  108  167 6.93147E+09
  108  169 6.93147E+09
  109  144 1.22118E-01
  109  145 1.38444E-01
  109  146 1.58199E-01
  109  147 1.80012E-01
  109  148 2.32305E-01
  109  149 2.46275E-01
  109  150 3.10633E-01
  109  151 3.83967E-01
  109  152 4.41705E-01
  109  153 5.42080E-01
  109  154 6.56108E-01
  109  155 1.03572E+00
  109  156 1.24390E+00
  109  157 9.03618E-01
  109  158 2.64297E+00
  109  159 5.63229E+00
  109  160 7.23647E+00
  109  161 1.91827E+01
  109  162 3.93429E+01
  109  163 1.17817E+02
  109  164 2.09040E+02
  109  165 3.66324E+02
  109  166 5.39564E+02
  109  167 1.07479E+03
  109  168 1.62590E+09
  109  169 6.93147E+09
  109  170 2.90970E+05
  109  171 6.93147E+09
  109  172 6.93147E+09
  109  173 6.93147E+09
  109  174 6.93147E+09
  109  175 6.93147E+09
  109  177 6.93147E+09
  110  146 1.95737E-01
  110  147 2.31293E-01
  110  148 2.83470E-01
  110  149 3.18669E-01
  110  150 4.02009E-01
  110  151 5.07954E-01
  110  152 7.27728E-01
  110  153 8.47431E-01
  110  154 9.84672E-01
  110  155 1.40529E+00
  110  156 1.68885E+00
  110  157 3.29831E+00
  110  158 3.86856E+00
  110  159 7.34609E+00
  110  160 1.20852E+01
  110  161 2.13262E+01
  110  162 5.59646E+01
  110  163 1.85821E+02
  110  164 4.60823E+02
  110  165 6.00876E+02
  110  166 1.02538E+03
  110  167 1.61617E+02
  110  168 5.15728E+03
  110  169 6.93147E+09
  110  170 6.93147E+09
  110  171 6.93147E+09
  110  173 6.93147E+09
  111  148 2.20865E-01
  111  149 2.58863E-01
  111  150 3.51295E-01
  111  151 4.28039E-01
  111  152 5.52926E-01
  111  153 6.12473E-01
  111  154 7.37293E-01
  111  155 4.94941E-01
  111  156 1.35715E+00
  111  157 2.34615E+00
  111  158 2.78003E+00
  111  159 5.21738E+00
  111  160 7.92810E+00
  111  161 1.27573E+01
  111  162 2.57228E+01
  111  163 5.57557E+01
  111  164 9.37331E+01
  111  165 1.19100E+02
  111  166 3.02027E+02
  111  167 5.36798E+01
  111  168 6.06352E+02
  111  169 2.28216E+02
  111  170 6.28707E+02
  111  171 7.03606E+03
  111  172 6.43909E+03
  111  173 6.93147E+09
  111  174 6.93147E+09
  111  175 6.93147E+09
  111  176 6.93147E+09
  111  177 6.93147E+09
  111  179 6.93147E+09
  112  150 1.88840E-01
  112  151 2.41587E-01
  112  152 2.76865E-01
  112  153 3.51081E-01
  112  154 4.25044E-01
  112  155 2.83133E-01
  112  156 7.41734E-01
  112  157 1.25132E+00
  112  158 1.52620E+00
  112  159 2.78975E+00
  112  160 4.04564E+00
  112  161 6.19524E+00
  112  162 1.32005E+01
  112  163 2.78570E+01
  112  164 4.59102E+01
  112  165 5.00416E+01
  112  166 3.08707E+01
  112  167 1.30934E+01
  112  168 1.38822E+03
  112  169 1.60047E+03
  112  170 3.08651E+06
  112  171 1.96314E+04
  112  172 6.93147E+09
  112  173 5.14135E+04
  112  174 6.93147E+09
  112  175 6.93147E+09
  112  177 6.93147E+09
  113  153 2.66182E-01
  113  154 3.31437E-01
  113  155 4.90050E-01
  113  156 6.14963E-01
  113  157 1.03306E+00
  113  158 1.26080E+00
  113  159 2.12601E+00
  113  160 3.04226E+00
  113  161 4.71185E+00
  113  162 8.21876E+00
  113  163 1.45117E+01
  113  164 1.89669E+01
  113  165 2.32682E+01
  113  166 1.95930E+01
  113  167 9.42922E+02
  113  168 7.10618E+03
  113  169 1.47211E+03
  113  170 2.33714E+07
  113  171 7.90641E+03
  113  172 4.09400E+07
  113  173 8.28315E+03
  113  174 1.87300E+10
  113  175 1.31576E+06
  113  176 6.93147E+09
  113  177 2.69006E+04
  113  178 6.93147E+09
  113  179 6.93147E+09
  113  180 6.93147E+09
  113  181 6.93147E+09
  113  183 6.93147E+09
  114  155 2.98897E-01
  114  156 4.25086E-01
  114  157 6.39707E-01
  114  158 8.30912E-01
  114  159 1.20398E+00
  114  160 1.70453E+00
  114  161 2.12043E+00
  114  162 4.29778E+00
  114  163 5.17553E+00
  114  164 7.38816E+00
  114  165 8.30670E+02
  114  166 2.55952E+02
  114  167 6.10235E+02
  114  168 4.54036E+03
  114  169 1.48705E+03
  114  170 3.50104E+07
  114  171 2.06660E+02
  114  172 7.82221E+02
  114  173 1.58218E+03
  114  174 6.93147E+09
  114  175 5.13567E+03
  114  176 6.93147E+09
  114  177 4.28398E+04
  114  179 6.93147E+09
  115  157 5.07291E-01
  115  158 5.94529E-01
  115  159 9.17084E-01
  115  160 1.32495E+00
  115  161 1.56750E+00
  115  162 2.72130E+00
  115  163 3.47914E+00
  115  164 1.56165E+01
  115  165 4.37905E+01
  115  166 6.71163E+01
  115  167 1.57940E+02
  115  168 3.81587E+02
  115  169 3.91629E+02
  115  170 2.18396E+03
  115  171 2.14054E+03
  115  172 4.04654E+02
  115  173 3.94599E+02
  115  174 2.20354E+05
  115  175 4.47731E+02
  115  176 5.27984E+04
  115  177 1.17337E+03
  115  178 2.17699E+07
  115  179 1.02411E+08
  115  180 6.93147E+09
  115  181 6.93147E+09
  115  182 6.93147E+09
  115  183 6.93147E+09
  115  185 1.44437E+08
  115  187 1.06959E+09
  115  189 3.77351E+10
  116  159 4.27796E-01
  116  160 5.90544E-01
  116  161 6.53312E-01
  116  162 1.03698E+00
  116  163 9.08514E-01
  116  164 9.24473E+00
  116  165 1.94652E+01
  116  166 2.94324E+01
  116  167 6.15706E+01
  116  168 8.80432E+01
  116  169 1.20409E+02
  116  170 2.43167E+02
  116  171 6.04288E+02
  116  172 8.81885E+01
  116  173 5.53712E+02
  116  174 1.33198E+04
  116  175 5.91343E+03
  116  176 6.72707E+03
  116  177 5.90836E+02
  116  178 6.93147E+09
  116  179 4.35400E+08
  116  180 6.93147E+09
  116  181 6.93147E+09
  116  182 6.93147E+09
  116  183 6.93147E+09
  116  185 6.93147E+09
  116  187 3.53339E+12
  117  161 4.32416E-01
  117  162 2.12016E+00
  117  163 5.49509E-01
  117  164 5.07914E+00
  117  165 1.27008E+01
  117  166 1.40630E+01
  117  167 2.53718E+01
  117  168 4.36020E+01
  117  169 4.77415E+01
  117  170 1.09796E+02
  117  171 2.48710E+02
  117  172 4.88077E+02
  117  173 3.25546E+02
  117  174 1.90487E+03
  117  175 1.23154E+03
  117  176 8.37886E+02
  117  177 1.62175E+02
  117  178 1.08059E+04
  117  179 2.02002E+05
  117  180 1.15875E+07
  117  181 1.70432E+07
  117  182 1.44042E+07
  117  183 3.84688E+07
  117  184 1.66235E+08
  117  185 7.13541E+07
  117  186 2.00310E+09
  117  187 1.14771E+08
  117  188 1.19215E+14
  117  189 2.21861E+08
  117  191 1.42874E+07
  117  193 2.82642E+07
  117  194 4.70579E+07
  117  195 6.93147E+09
  117  197 1.73260E+06
  118  163 2.59414E-01
  118  164 4.03152E+00
  118  165 6.49255E+00
  118  166 9.20916E+00
  118  167 9.96677E+00
  118  168 1.30317E+01
  118  169 8.40510E+00
  118  170 3.09034E+01
  118  171 4.64821E+01
  118  172 9.55098E+00
  118  173 7.58354E+01
  118  174 2.67147E+02
  118  175 3.81695E+02
  118  176 1.22607E+02
  118  177 6.60928E+01
  118  178 1.27769E+02
  118  179 8.82465E+04
  118  180 6.93147E+09
  118  181 7.55930E+06
  118  182 6.93147E+09
  118  183 5.91774E+08
  118  184 6.93147E+09
  118  185 6.93147E+09
  118  187 1.12030E+08
  118  189 3.38813E+08
  118  191 1.61294E+06
  119  165 3.72663E+00
  119  166 3.62844E+00
  119  167 5.75846E+00
  119  168 4.45208E+00
  119  169 5.82437E+00
  119  170 1.28438E+01
  119  171 2.19674E+01
  119  172 4.10871E+01
  119  173 2.70027E+01
  119  174 7.38422E+01
  119  175 8.08833E+01
  119  176 1.13192E+02
  119  177 2.82857E+01
  119  178 7.09972E+01
  119  179 3.49376E+03
  119  180 5.27103E+05
  119  181 1.19976E+06
  119  182 3.35085E+06
  119  183 4.26822E+06
  119  184 8.95147E+06
  119  185 2.24290E+04
  119  186 8.73365E+06
  119  187 1.26824E+06
  119  188 9.46757E+06
  119  189 1.93370E+06
  119  190 1.75770E+07
  119  191 6.11694E+08
  119  192 8.30527E+07
  119  193 6.93147E+09
  119  194 1.42942E+01
  119  195 6.93147E+09
  119  199 2.61460E+05
  120  167 1.32418E+00
  120  168 1.40865E+00
  120  169 1.40148E+00
  120  170 1.64854E+00
  120  171 1.00680E+00
  120  172 1.04826E+00
  120  173 5.69732E+00
  120  174 1.24889E+01
  120  175 1.52487E+01
  120  176 8.49396E+00
  120  177 9.52909E+00
  120  178 1.20269E+01
  120  179 1.15849E+02
  120  180 1.88613E+03
  120  181 2.15041E+04
  120  182 3.65990E+04
  120  183 1.71929E+06
  120  184 6.93147E+09
  120  185 1.66408E+03
  120  186 6.93147E+09
  120  187 3.00952E+03
  120  188 6.93147E+09
  120  189 1.76275E+04
  120  190 6.93147E+09
  120  191 3.72447E+05
  120  193 6.93147E+09
  120  194 4.92680E+00
  120  195 1.42029E+07
  121  169 5.86009E-01
  121  170 7.54394E-01
  121  171 7.79759E-01
  121  172 7.69597E-01
  121  173 1.44828E+00
  121  174 7.48261E+00
  121  175 1.01315E+01
  121  176 6.61962E+00
  121  177 6.55249E+00
  121  178 1.13892E+01
  121  179 6.93068E+01
  121  180 2.52211E+02
  121  181 7.75195E+02
  121  182 1.24120E+03
  121  183 1.39606E+05
  121  184 9.16079E+05
  121  185 8.17056E+03
  121  186 1.92294E+06
  121  187 1.58190E+03
  121  188 2.11440E+06
  121  189 8.85926E+03
  121  190 2.81320E+06
  121  191 2.55424E+05
  121  192 4.92336E+06
  121  193 7.79897E+06
  121  194 3.14132E+00
  121  195 1.20792E+04
  121  196 1.64399E+04
  121  197 6.70852E+02
  121  199 6.93147E+09
  121  201 6.93147E+09
  121  203 6.93147E+09
  122  172 3.23984E-01
  122  173 4.58049E-01
  122  174 5.16771E-01
  122  175 1.96529E+00
  122  176 1.64999E+00
  122  177 1.59748E+00
  122  178 1.02050E+01
  122  179 1.57741E+01
  122  180 3.51047E+00
  122  181 1.91044E+01
  122  182 1.79889E+01
  122  183 2.96860E+01
  122  184 2.23393E+02
  122  185 7.49099E+01
  122  186 6.88885E+01
  122  187 3.36618E+02
  122  188 9.74932E+01
  122  189 4.69594E+02
  122  190 1.68827E+04
  122  191 5.50746E+02
  122  192 6.93147E+09
  122  193 1.70772E+04
  122  194 1.20392E+00
  122  195 2.70374E+04
  122  197 5.03982E+03
  123  174 4.50625E-01
  123  175 8.08494E-01
  123  176 1.00730E+00
  123  177 9.86992E-01
  123  178 6.54754E-01
  123  179 1.13477E+00
  123  180 2.26115E+00
  123  181 1.17603E+01
  123  182 1.17263E+01
  123  183 1.78212E+01
  123  184 3.99546E+01
  123  185 4.14213E+01
  123  186 2.56102E+01
  123  187 2.56187E+02
  123  188 4.76136E+01
  123  189 3.32315E+02
  123  190 6.33011E+02
  123  191 4.68001E+02
  123  192 4.63656E+05
  123  193 7.34160E+02
  123  194 8.41222E-01
  123  195 8.22217E+01
  123  196 9.09818E+01
  123  197 6.84282E+02
  123  198 1.21740E+03
  123  200 8.72141E+05
  123  201 6.93147E+09
  123  202 6.93147E+09
  123  203 6.93147E+09
  123  205 6.93147E+09
  123  207 6.93147E+09
  124  176 1.00850E+00
  124  177 8.18730E-01
  124  178 7.80438E-01
  124  179 1.14655E+00
  124  180 4.28643E+00
  124  181 1.02601E+01
  124  182 2.48237E+00
  124  183 3.34800E+00
  124  184 4.69626E+00
  124  185 6.12389E+00
  124  186 3.95882E+00
  124  187 1.48547E+01
  124  188 5.67528E+00
  124  189 3.04636E+01
  124  190 1.36542E+01
  124  191 8.02312E+01
  124  192 3.96197E+01
  124  194 1.85307E+02
  124  195 3.87006E+02
  124  196 7.25266E+02
  124  197 4.30988E+02
  124  198 9.03009E+04
  124  201 6.93147E+09
  124  203 6.93147E+09
  125  178 3.54978E-01
  125  179 6.49333E-01
  125  180 6.57949E-01
  125  181 2.01516E+00
  125  182 1.94157E+00
  125  183 2.54536E+00
  125  184 2.83893E+00
  125  185 3.97945E+00
  125  186 2.38519E+00
  125  187 8.05681E+00
  125  188 4.13859E+00
  125  189 1.87333E+01
  125  190 8.70293E+00
  125  191 3.06574E+01
  125  192 3.46503E-01
  125  193 1.13812E+01
  125  194 6.13423E+01
  125  195 8.06794E+01
  125  196 1.17256E+02
  125  197 1.83570E+02
  125  198 6.86714E+02
  125  199 9.53980E+01
  125  201 5.61797E+02
  125  203 8.13735E+04
  125  204 6.45669E+03
  125  205 6.50536E+02
  125  206 1.35311E+05
  125  207 6.93147E+09
  125  209 6.93147E+09
  125  211 6.93147E+09
  125  213 6.93147E+09
  126  180 1.04745E+01
  126  181 7.21023E+01
  126  182 6.70822E-01
  126  183 8.61325E-01
  126  184 1.03782E+00
  126  185 1.59130E+00
  126  186 1.08032E+00
  126  187 2.08983E+00
  126  188 1.19765E+00
  126  189 3.13284E+00
  126  190 1.95648E+00
  126  191 5.05271E+00
  126  192 1.23798E-01
  126  193 9.23977E+00
  126  194 7.06586E+00
  126  195 3.89267E+01
  126  196 5.30651E+01
  126  197 6.91478E+01
  126  198 2.02980E+02
  126  199 5.38852E+01
  126  201 8.95565E+00
  126  202 3.98233E+05
  126  203 7.11532E+04
  126  205 7.61028E+03
  126  207 4.90310E+06
  127  183 6.63351E-01
  127  184 7.20967E-01
  127  185 1.02280E+00
  127  186 8.22480E-01
  127  187 1.75585E+00
  127  188 1.07883E+00
  127  189 2.35385E+00
  127  190 1.72087E+00
  127  192 2.10095E+01
  127  193 2.44221E+01
  127  194 3.67840E+00
  127  195 1.89422E+01
  127  196 2.63546E+01
  127  197 3.58228E+01
  127  198 8.06331E+01
  127  199 3.24718E+01
  127  203 4.14944E+03
  127  204 6.22179E+03
  127  205 1.67099E+03
  127  206 2.99877E+03
  127  207 7.63813E+03
  127  208 1.95021E+04
  127  209 2.16496E+05
  127  210 4.68006E+05
  127  211 6.00783E+04
  128  185 4.27514E-01
  128  186 3.44836E-01
  128  187 6.28418E-01
  128  188 4.29173E-01
  128  189 9.15079E-01
  128  190 2.53485E-02
  128  191 7.25559E+00
  128  192 9.99879E+00
  128  193 1.34069E+01
  128  194 2.47706E+00
  128  195 1.99245E+00
  128  196 1.16904E+01
  128  197 1.52845E+01
  128  198 2.89599E+01
  128  199 1.51890E+01
  128  200 1.00105E+02
  128  201 3.92011E+02
  128  203 8.32496E+02
  128  204 2.56926E+03
  128  205 7.12129E+02
  128  206 2.65243E+04
  128  207 3.97142E+03
  128  209 5.96600E+03
  128  211 1.97912E+05
  129  187 5.82792E-01
  129  188 3.96717E-01
  129  190 1.17854E+00
  129  191 1.65339E+00
  129  192 1.91350E+00
  129  193 6.62947E+00
  129  194 9.46259E+00
  129  195 1.25099E+00
  129  196 6.07297E+00
  129  197 7.66002E+00
  129  198 1.10983E+01
  129  199 8.02632E+00
  129  200 2.57840E+01
  129  201 4.96245E+01
  129  203 1.93771E+02
  129  204 2.92660E+02
  129  205 2.63579E+02
  129  206 6.37927E+02
  129  207 3.81325E+02
  129  208 6.27124E+03
  129  209 1.06894E+03
  129  210 1.49725E+04
  130  189 1.22387E-02
  130  190 1.09662E-02
  130  191 1.98623E+00
  130  192 2.56935E+00
  130  193 3.06961E+00
  130  194 4.66646E+00
  130  195 1.86222E+00
  130  196 3.53882E+00
  130  197 4.58728E+00
  130  198 6.42658E+00
  130  199 4.41875E+00
  130  200 1.35775E+01
  130  201 9.28225E-01
  130  203 6.45805E+01
  130  204 9.05888E+01
  130  205 7.88597E+01
  130  206 1.79532E+02
  130  207 1.95349E+03
  130  208 9.37704E+03
  130  209 4.38629E+02
  131  192 1.05645E+00
  131  193 1.12749E+00
  131  194 2.98996E-01
  131  195 1.42026E+00
  131  196 2.52000E+00
  131  197 3.18469E+00
  131  198 4.39880E+00
  131  199 3.25312E+00
  131  201 1.53049E+01
  131  203 3.10905E+01
  131  204 3.50800E+01
  131  205 4.34524E+01
  131  206 1.74748E+02
  131  207 4.86908E+02
  131  208 1.08878E+03
  132  194 2.88373E-01
  132  195 8.11862E-01
  132  196 1.47893E+00
  132  197 1.81291E+00
  132  198 2.33643E+00
  132  199 1.80745E+00
  132  200 4.28324E+00
  132  201 4.06306E-01
  132  202 8.70698E+00
  132  203 1.58199E+01
  132  204 1.56895E+01
  132  205 1.15535E+01
  132  206 1.80487E+01
  132  207 1.70019E+02
  133  196 1.11065E+00
  133  197 1.39308E+00
  133  198 1.75968E+00
  133  199 1.41027E+00
  133  200 4.33066E+00
  133  201 5.04404E+00
  133  202 4.68800E+00
  133  203 9.93389E+00
  133  204 1.20279E+01
  133  205 1.16535E+01
  133  206 1.59660E+01
  134  198 3.93277E-01
  134  199 2.17536E+01
  134  200 8.09954E+01
  134  201 8.30252E+01
  134  202 8.49945E+01
  134  203 1.76835E+02
  134  204 3.69644E+02
  134  205 1.04759E+02
  135  201 2.15233E+01
  135  202 2.64569E+01
  135  203 6.84569E+01
  135  204 9.90055E+01
  136  203 3.77247E+01
